timestamp,Ax,Ay,Az,H_baro,Latitude,Longitude,H_gps,Gx,Gy,Gz,FSM,Signal,Counter
3519.0,0.0,0.0,12.3,-67.03,19.1234,72.834503,-65.03,0.0,0.0,0.0,2,100,35
3619.0,0.0,0.0,12.3,-64.53,19.1234,72.834503,-62.53,0.0,0.0,0.0,2,100,36
3720.0,0.0,0.0,12.3,-62.0,19.1234,72.834503,-60.0,0.0,0.0,0.0,2,100,37
3821.0,0.0,0.0,12.3,-59.47,19.1234,72.834503,-57.47,0.0,0.0,0.0,2,100,38
3922.0,0.0,0.0,12.3,-56.95,19.1234,72.834503,-54.95,0.0,0.0,0.0,2,100,39
4021.0,0.0,0.0,12.3,-54.45,19.1234,72.834503,-52.45,0.0,0.0,0.0,2,100,40
4123.0,0.0,0.0,12.3,-51.92,19.1234,72.834503,-49.92,0.0,0.0,0.0,2,100,41
4224.0,0.0,0.0,12.3,-49.4,19.1234,72.834503,-47.4,0.0,0.0,0.0,2,100,42
4325.0,0.0,0.0,12.3,-46.88,19.1234,72.834503,-44.88,0.0,0.0,0.0,2,100,43
4425.0,0.0,0.0,12.3,-44.37,19.1234,72.834503,-42.37,0.0,0.0,0.0,2,100,44
4526.0,0.0,0.0,12.3,-41.85,19.1234,72.834503,-39.85,0.0,0.0,0.0,2,100,45
4627.0,0.0,0.0,12.3,-39.33,19.1234,72.834503,-37.33,0.0,0.0,0.0,2,100,46
4728.0,0.0,0.0,12.3,-36.8,19.1234,72.834503,-34.8,0.0,0.0,0.0,2,100,47
4828.0,0.0,0.0,12.3,-34.3,19.1234,72.834503,-32.3,0.0,0.0,0.0,2,100,48
4929.0,0.0,0.0,12.3,-31.78,19.1234,72.834503,-29.78,0.0,0.0,0.0,2,100,49
5030.0,0.0,0.0,10.8,0.3,19.1234,72.834503,2.3,0.0,0.0,0.0,1,100,50
5131.0,0.0,0.0,10.8,1.31,19.1234,72.834503,3.31,0.0,0.0,0.0,1,100,51
5231.0,0.0,0.0,10.8,2.31,19.1234,72.834503,4.31,0.0,0.0,0.0,1,100,52
5332.0,0.0,0.0,10.8,3.32,19.1234,72.834503,5.32,0.0,0.0,0.0,1,100,53
5433.0,0.0,0.0,10.8,4.33,19.1234,72.834503,6.33,0.0,0.0,0.0,1,100,54
5533.0,0.0,0.0,10.8,5.33,19.1234,72.834503,7.33,0.0,0.0,0.0,1,100,55
5634.0,0.0,0.0,10.8,6.34,19.1234,72.834503,8.34,0.0,0.0,0.0,1,100,56
5735.0,0.0,0.0,10.8,7.35,19.1234,72.834503,9.35,0.0,0.0,0.0,1,100,57
5835.0,0.0,0.0,10.8,8.35,19.1234,72.834503,10.35,0.0,0.0,0.0,1,100,58
5936.0,0.0,0.0,10.8,9.36,19.1234,72.834503,11.36,0.0,0.0,0.0,1,100,59
6037.0,0.0,0.0,10.8,10.37,19.1234,72.834503,12.37,0.0,0.0,0.0,1,100,60
6138.0,0.0,0.0,10.8,11.38,19.1234,72.834503,13.38,0.0,0.0,0.0,1,100,61
6238.0,0.0,0.0,10.8,12.38,19.1234,72.834503,14.38,0.0,0.0,0.0,1,100,62
6339.0,0.0,0.0,10.8,13.39,19.1234,72.834503,15.39,0.0,0.0,0.0,1,100,63
6440.0,0.0,0.0,10.8,14.4,19.1234,72.834503,16.4,0.0,0.0,0.0,1,100,64
6541.0,0.0,0.0,10.8,15.41,19.1234,72.834503,17.41,0.0,0.0,0.0,1,100,65
6641.0,0.0,0.0,10.8,16.41,19.1234,72.834503,18.41,0.0,0.0,0.0,1,100,66
6742.0,0.0,0.0,10.8,17.42,19.1234,72.834503,19.42,0.0,0.0,0.0,1,100,67
6843.0,0.0,0.0,10.8,18.43,19.1234,72.834503,20.43,0.0,0.0,0.0,1,100,68
6943.0,0.0,0.0,10.8,19.43,19.1234,72.834503,21.43,0.0,0.0,0.0,1,100,69
7044.0,0.0,0.0,12.3,21.1,19.1234,72.834503,23.1,0.0,0.0,0.0,2,100,70
7145.0,0.0,0.0,12.3,23.62,19.1234,72.834503,25.62,0.0,0.0,0.0,2,100,71
7246.0,0.0,0.0,12.3,26.15,19.1234,72.834503,28.15,0.0,0.0,0.0,2,100,72
7346.0,0.0,0.0,12.3,28.65,19.1234,72.834503,30.65,0.0,0.0,0.0,2,100,73
7447.0,0.0,0.0,12.3,31.18,19.1234,72.834503,33.18,0.0,0.0,0.0,2,100,74
7548.0,0.0,0.0,12.3,33.7,19.1234,72.834503,35.7,0.0,0.0,0.0,2,100,75
7649.0,0.0,0.0,12.3,36.23,19.1234,72.834503,38.23,0.0,0.0,0.0,2,100,76
7749.0,0.0,0.0,12.3,38.73,19.1234,72.834503,40.73,0.0,0.0,0.0,2,100,77
7850.0,0.0,0.0,12.3,41.25,19.1234,72.834503,43.25,0.0,0.0,0.0,2,100,78
7951.0,0.0,0.0,12.3,43.78,19.1234,72.834503,45.78,0.0,0.0,0.0,2,100,79
8050.0,0.0,0.0,12.3,46.27,19.1234,72.834503,48.27,0.0,0.0,0.0,2,100,80
8152.0,0.0,0.0,12.3,48.8,19.1234,72.834503,50.8,0.0,0.0,0.0,2,100,81
8253.0,0.0,0.0,12.3,51.33,19.1234,72.834503,53.33,0.0,0.0,0.0,2,100,82
8354.0,0.0,0.0,12.3,53.85,19.1234,72.834503,55.85,0.0,0.0,0.0,2,100,83
8454.0,0.0,0.0,12.3,56.35,19.1234,72.834503,58.35,0.0,0.0,0.0,2,100,84
8555.0,0.0,0.0,12.3,58.88,19.1234,72.834503,60.88,0.0,0.0,0.0,2,100,85
8656.0,0.0,0.0,12.3,61.4,19.1234,72.834503,63.4,0.0,0.0,0.0,2,100,86
8756.0,0.0,0.0,12.3,63.9,19.1234,72.834503,65.9,0.0,0.0,0.0,2,100,87
8857.0,0.0,0.0,12.3,66.43,19.1234,72.834503,68.43,0.0,0.0,0.0,2,100,88
8958.0,0.0,0.0,12.3,68.95,19.1234,72.834503,70.95,0.0,0.0,0.0,2,100,89
9058.0,0.0,0.0,12.3,71.45,19.1234,72.834503,73.45,0.0,0.0,0.0,2,100,90
9159.0,0.0,0.0,12.3,73.98,19.1234,72.834503,75.98,0.0,0.0,0.0,2,100,91
9260.0,0.0,0.0,12.3,76.5,19.1234,72.834503,78.5,0.0,0.0,0.0,2,100,92
9361.0,0.0,0.0,12.3,79.03,19.1234,72.834503,81.03,0.0,0.0,0.0,2,100,93
9461.0,0.0,0.0,12.3,81.53,19.1234,72.834503,83.53,0.0,0.0,0.0,2,100,94
9562.0,0.0,0.0,12.3,84.05,19.1234,72.834503,86.05,0.0,0.0,0.0,2,100,95
9663.0,0.0,0.0,12.3,86.58,19.1234,72.834503,88.58,0.0,0.0,0.0,2,100,96
9763.0,0.0,0.0,12.3,89.07,19.1234,72.834503,91.07,0.0,0.0,0.0,2,100,97
9864.0,0.0,0.0,12.3,91.6,19.1234,72.834503,93.6,0.0,0.0,0.0,2,100,98
9965.0,0.0,0.0,12.3,94.12,19.1234,72.834503,96.12,0.0,0.0,0.0,2,100,99
10066.0,0.0,0.0,12.3,96.65,19.1234,72.834503,98.65,0.0,0.0,0.0,2,100,100
10166.0,0.0,0.0,12.3,99.15,19.1234,72.834503,101.15,0.0,0.0,0.0,2,100,101
10267.0,0.0,0.0,12.3,101.68,19.1234,72.834503,103.68,0.0,0.0,0.0,2,100,102
10368.0,0.0,0.0,12.3,104.2,19.1234,72.834503,106.2,0.0,0.0,0.0,2,100,103
10468.0,0.0,0.0,12.3,106.7,19.1234,72.834503,108.7,0.0,0.0,0.0,2,100,104
10569.0,0.0,0.0,12.3,109.23,19.1234,72.834503,111.23,0.0,0.0,0.0,2,100,105
10670.0,0.0,0.0,12.3,111.75,19.1234,72.834503,113.75,0.0,0.0,0.0,2,100,106
10771.0,0.0,0.0,12.3,114.27,19.1234,72.834503,116.27,0.0,0.0,0.0,2,100,107
10871.0,0.0,0.0,12.3,116.78,19.1234,72.834503,118.78,0.0,0.0,0.0,2,100,108
10972.0,0.0,0.0,12.3,119.3,19.1234,72.834503,121.3,0.0,0.0,0.0,2,100,109
11073.0,0.0,0.0,12.3,121.82,19.1234,72.834503,123.82,0.0,0.0,0.0,2,100,110
11173.0,0.0,0.0,12.3,124.33,19.1234,72.834503,126.33,0.0,0.0,0.0,2,100,111
11274.0,0.0,0.0,12.3,126.85,19.1234,72.834503,128.85,0.0,0.0,0.0,2,100,112
11375.0,0.0,0.0,12.3,129.37,19.1234,72.834503,131.37,0.0,0.0,0.0,2,100,113
11476.0,0.0,0.0,12.3,131.9,19.1234,72.834503,133.9,0.0,0.0,0.0,2,100,114
11576.0,0.0,0.0,12.3,134.4,19.1234,72.834503,136.4,0.0,0.0,0.0,2,100,115
11677.0,0.0,0.0,12.3,136.93,19.1234,72.834503,138.93,0.0,0.0,0.0,2,100,116
11778.0,0.0,0.0,12.3,139.45,19.1234,72.834503,141.45,0.0,0.0,0.0,2,100,117
11879.0,0.0,0.0,12.3,141.97,19.1234,72.834503,143.97,0.0,0.0,0.0,2,100,118
11979.0,0.0,0.0,12.3,144.48,19.1234,72.834503,146.48,0.0,0.0,0.0,2,100,119
12080.0,0.0,0.0,12.3,147.0,19.1234,72.834503,149.0,0.0,0.0,0.0,2,100,120
12181.0,0.0,0.0,12.3,149.52,19.1234,72.834503,151.52,0.0,0.0,0.0,2,100,121
12281.0,0.0,0.0,12.3,152.03,19.1234,72.834503,154.03,0.0,0.0,0.0,2,100,122
12382.0,0.0,0.0,12.3,154.55,19.1234,72.834503,156.55,0.0,0.0,0.0,2,100,123
12483.0,0.0,0.0,12.3,157.07,19.1234,72.834503,159.07,0.0,0.0,0.0,2,100,124
12584.0,0.0,0.0,12.3,159.6,19.1234,72.834503,161.6,0.0,0.0,0.0,2,100,125
12684.0,0.0,0.0,12.3,162.1,19.1234,72.834503,164.1,0.0,0.0,0.0,2,100,126
12785.0,0.0,0.0,12.3,164.62,19.1234,72.834503,166.62,0.0,0.0,0.0,2,100,127
12886.0,0.0,0.0,12.3,167.15,19.1234,72.834503,169.15,0.0,0.0,0.0,2,100,128
12986.0,0.0,0.0,12.3,169.65,19.1234,72.834503,171.65,0.0,0.0,0.0,2,100,129
13087.0,0.0,0.0,9.8,170.0,19.1234,72.834503,172.0,0.0,0.0,0.0,4,100,130
13188.0,0.0,0.0,9.8,170.0,19.1234,72.834503,172.0,0.0,0.0,0.0,4,100,131
13289.0,0.0,0.0,9.8,170.0,19.1234,72.834503,172.0,0.0,0.0,0.0,4,100,132
13389.0,0.0,0.0,9.8,170.0,19.1234,72.834503,172.0,0.0,0.0,0.0,4,100,133
13490.0,0.0,0.0,9.8,170.0,19.1234,72.834503,172.0,0.0,0.0,0.0,4,100,134
13591.0,0.0,0.0,9.8,170.0,19.1234,72.834503,172.0,0.0,0.0,0.0,4,100,135
13691.0,0.0,0.0,9.8,170.0,19.1234,72.834503,172.0,0.0,0.0,0.0,4,100,136
13792.0,0.0,0.0,9.8,170.0,19.1234,72.834503,172.0,0.0,0.0,0.0,4,100,137
13893.0,0.0,0.0,9.8,170.0,19.1234,72.834503,172.0,0.0,0.0,0.0,4,100,138
13994.0,0.0,0.0,9.8,170.0,19.1234,72.834503,172.0,0.0,0.0,0.0,4,100,139
14094.0,0.0,0.0,6.8,167.18,19.1234,72.834503,169.18,0.0,0.0,0.0,5,100,140
14195.0,0.0,0.0,6.8,164.15,19.1234,72.834503,166.15,0.0,0.0,0.0,5,100,141
14296.0,0.0,0.0,6.8,161.12,19.1234,72.834503,163.12,0.0,0.0,0.0,5,100,142
14396.0,0.0,0.0,6.8,158.12,19.1234,72.834503,160.12,0.0,0.0,0.0,5,100,143
14497.0,0.0,0.0,6.8,155.09,19.1234,72.834503,157.09,0.0,0.0,0.0,5,100,144
14598.0,0.0,0.0,6.8,152.06,19.1234,72.834503,154.06,0.0,0.0,0.0,5,100,145
14699.0,0.0,0.0,6.8,149.03,19.1234,72.834503,151.03,0.0,0.0,0.0,5,100,146
14799.0,0.0,0.0,6.8,146.03,19.1234,72.834503,148.03,0.0,0.0,0.0,5,100,147
14900.0,0.0,0.0,6.8,143.0,19.1234,72.834503,145.0,0.0,0.0,0.0,5,100,149
15001.0,0.0,0.0,6.8,139.97,19.1234,72.834503,141.97,0.0,0.0,0.0,5,100,150
15101.0,0.0,0.0,6.8,136.97,19.1234,72.834503,138.97,0.0,0.0,0.0,5,100,151
15202.0,0.0,0.0,6.8,133.94,19.1234,72.834503,135.94,0.0,0.0,0.0,5,100,152
15303.0,0.0,0.0,6.8,130.91,19.1234,72.834503,132.91,0.0,0.0,0.0,5,100,153
15404.0,0.0,0.0,6.8,127.88,19.1234,72.834503,129.88,0.0,0.0,0.0,5,100,154
15504.0,0.0,0.0,6.8,124.88,19.1234,72.834503,126.88,0.0,0.0,0.0,5,100,155
15605.0,0.0,0.0,6.8,121.85,19.1234,72.834503,123.85,0.0,0.0,0.0,5,100,156
15706.0,0.0,0.0,6.8,118.82,19.1234,72.834503,120.82,0.0,0.0,0.0,5,100,157
15807.0,0.0,0.0,6.8,115.79,19.1234,72.834503,117.79,0.0,0.0,0.0,5,100,158
15907.0,0.0,0.0,6.8,112.79,19.1234,72.834503,114.79,0.0,0.0,0.0,5,100,159
16007.0,0.0,0.0,6.8,109.76,19.1234,72.834503,111.76,0.0,0.0,0.0,5,100,160
16108.0,0.0,0.0,6.8,106.73,19.1234,72.834503,108.73,0.0,0.0,0.0,5,100,161
16209.0,0.0,0.0,6.8,103.73,19.1234,72.834503,105.73,0.0,0.0,0.0,5,100,162
16309.0,0.0,0.0,6.8,100.7,19.1234,72.834503,102.7,0.0,0.0,0.0,5,100,163
16411.0,0.0,0.0,6.8,97.67,19.1234,72.834503,99.67,0.0,0.0,0.0,5,100,164
16512.0,0.0,0.0,6.8,94.64,19.1234,72.834503,96.64,0.0,0.0,0.0,5,100,165
16612.0,0.0,0.0,6.8,91.64,19.1234,72.834503,93.64,0.0,0.0,0.0,5,100,166
16713.0,0.0,0.0,6.8,88.61,19.1234,72.834503,90.61,0.0,0.0,0.0,5,100,167
16814.0,0.0,0.0,6.8,85.58,19.1234,72.834503,87.58,0.0,0.0,0.0,5,100,168
16914.0,0.0,0.0,6.8,82.58,19.1234,72.834503,84.58,0.0,0.0,0.0,5,100,169
17015.0,0.0,0.0,6.8,79.55,19.1234,72.834503,81.55,0.0,0.0,0.0,5,100,170
17116.0,0.0,0.0,6.8,76.52,19.1234,72.834503,78.52,0.0,0.0,0.0,5,100,171
17217.0,0.0,0.0,6.8,73.49,19.1234,72.834503,75.49,0.0,0.0,0.0,5,100,172
17317.0,0.0,0.0,6.8,70.49,19.1234,72.834503,72.49,0.0,0.0,0.0,5,100,173
17418.0,0.0,0.0,6.8,67.46,19.1234,72.834503,69.46,0.0,0.0,0.0,5,100,174
17519.0,0.0,0.0,6.8,64.43,19.1234,72.834503,66.43,0.0,0.0,0.0,5,100,175
17619.0,0.0,0.0,6.8,61.43,19.1234,72.834503,63.43,0.0,0.0,0.0,5,100,176
17720.0,0.0,0.0,6.8,58.4,19.1234,72.834503,60.4,0.0,0.0,0.0,5,100,177
17821.0,0.0,0.0,6.8,55.37,19.1234,72.834503,57.37,0.0,0.0,0.0,5,100,178
17922.0,0.0,0.0,6.8,52.34,19.1234,72.834503,54.34,0.0,0.0,0.0,5,100,179
18022.0,0.0,0.0,6.8,49.34,19.1234,72.834503,51.34,0.0,0.0,0.0,5,100,180
18123.0,0.0,0.0,6.8,46.31,19.1234,72.834503,48.31,0.0,0.0,0.0,5,100,181
18224.0,0.0,0.0,6.8,43.28,19.1234,72.834503,45.28,0.0,0.0,0.0,5,100,182
18324.0,0.0,0.0,6.8,40.28,19.1234,72.834503,42.28,0.0,0.0,0.0,5,100,183
18425.0,0.0,0.0,6.8,37.25,19.1234,72.834503,39.25,0.0,0.0,0.0,5,100,184
18526.0,0.0,0.0,6.8,34.22,19.1234,72.834503,36.22,0.0,0.0,0.0,5,100,185
18627.0,0.0,0.0,6.8,31.19,19.1234,72.834503,33.19,0.0,0.0,0.0,5,100,186
18727.0,0.0,0.0,6.8,28.19,19.1234,72.834503,30.19,0.0,0.0,0.0,5,100,187
18828.0,0.0,0.0,6.8,25.16,19.1234,72.834503,27.16,0.0,0.0,0.0,5,100,188
18929.0,0.0,0.0,6.8,22.13,19.1234,72.834503,24.13,0.0,0.0,0.0,5,100,189
19029.0,0.0,0.0,9.8,0.0,19.1234,72.834503,2.0,0.0,0.0,0.0,7,100,190
